EC_Number	BiGG_Reaction
2.5.1.48	SUCHMSSELCYSL
2.5.1.48	SUCHMSSELCYSLh
2.5.1.49	AHAL
2.5.1.49	AHHST
2.5.1.49	AHSERL
2.5.1.49	AHSERL2
2.5.1.49	AHSERL4
2.5.1.49	CYSS_trdrd
2.5.1.54	DDPA
2.5.1.54	DDPAm
2.5.1.54	DPHS
2.5.1.55	KDOPS
2.5.1.6	MATm
2.5.1.6	METAT
2.5.1.6	SELMETAT
2.5.1.61	HMBS
2.5.1.61	PPBNGD
2.5.1.62	CHLASG
2.5.1.62	CHLASP
2.5.1.62	CHLBSP
2.5.1.62	CHPHYS
2.5.1.7	UAGCVT
2.5.1.72	QULNS
2.5.1.72	QULNS_1
2.5.1.74	DHNAOT4
2.5.1.75	NOT_IN_BIGG_DATABASE
2.5.1.78	DLDLBT
2.5.1.78	RBFSa
2.5.1.86	NOT_IN_BIGG_DATABASE
2.5.1.9	DLDLBT
2.5.1.9	RBFSa
2.5.1.9	RBFSb
2.5.1.9	RIBFS
2.5.1.90	OCTDPS
2.5.1.97	NOT_IN_BIGG_DATABASE
2.6.1.-	ADAPAT
2.6.1.1	3SALATAi
2.6.1.1	3SALATAim
2.6.1.1	AATC
2.6.1.1	AATG
2.6.1.1	AATGm
2.6.1.1	ASPATh
2.6.1.1	ASPTA
2.6.1.1	ASPTAm
2.6.1.1	ASPTAp
2.6.1.1	CYSAT
2.6.1.1	CYSATm
2.6.1.1	CYSTA
2.6.1.1	CYSTAm
2.6.1.1	LCYSTAT
2.6.1.1	LCYSTATm
2.6.1.1	PHETA1
2.6.1.1	PHETA1m
2.6.1.1	POATh
2.6.1.1	TYRTA
2.6.1.1	TYRTAh
2.6.1.1	TYRTAi
2.6.1.1	TYRTAim
2.6.1.1	TYRTAip
2.6.1.102	NOT_IN_BIGG_DATABASE
2.6.1.109	NOT_IN_BIGG_DATABASE
2.6.1.11	ACOTA
2.6.1.11	ACOTAim
2.6.1.112	NOT_IN_BIGG_DATABASE
2.6.1.113	NOT_IN_BIGG_DATABASE
2.6.1.13	ORNTA
2.6.1.13	ORNTA_1
2.6.1.13	ORNTArm
2.6.1.16	GF6PTA
2.6.1.16	GF6PTA_1
2.6.1.17	SDPTA
2.6.1.18	APATr
2.6.1.19	ABTA
2.6.1.19	ABTArm
2.6.1.19	APAT2rm
2.6.1.2	ALATA_L
2.6.1.2	ALATA_Lm
2.6.1.21	ALATA_D
2.6.1.30	NOT_IN_BIGG_DATABASE
2.6.1.37	AEPPYRTA
2.6.1.39	AATA
2.6.1.39	r0450
2.6.1.42	BCTA_glu_h
2.6.1.42	BCTA_val_h
2.6.1.42	BCTAh
2.6.1.42	ILETA
2.6.1.42	ILETAm
2.6.1.42	LEUTA
2.6.1.42	LEUTAi
2.6.1.42	LEUTAm
2.6.1.42	RE2034C
2.6.1.42	VALTA
2.6.1.42	VALTAim
2.6.1.44	AGTi
2.6.1.44	AGTim
2.6.1.44	AGTix
2.6.1.44	GLYTA
2.6.1.44	GLYTA_1
2.6.1.45	SGAT
2.6.1.45	SPT_syn
2.6.1.48	APTNAT
2.6.1.5	ARAT
2.6.1.5	PHETA1
2.6.1.5	PHETA1m
2.6.1.5	POATh
2.6.1.5	TYRTA
2.6.1.5	TYRTAh
2.6.1.5	TYRTAi
2.6.1.5	TYRTAim
2.6.1.5	TYRTAip
2.6.1.5	UNK3
2.6.1.51	SPTc
2.6.1.51	SPTix
2.6.1.52	OHPBAT
2.6.1.52	PSAT
2.6.1.52	PSERT
2.6.1.57	ARAT
2.6.1.57	PHETA1
2.6.1.57	PHETA1m
2.6.1.57	POATh
2.6.1.57	TYRTA
2.6.1.57	TYRTAh
2.6.1.57	TYRTAi
2.6.1.57	TYRTAim
2.6.1.57	TYRTAip
2.6.1.57	UNK3
2.6.1.59	TDPAGTA
2.6.1.62	AMAOTr
2.6.1.66	VPAMTr
2.6.1.76	DABAAT
2.6.1.77	NOT_IN_BIGG_DATABASE
2.6.1.81	SOTA
2.6.1.82	PTRCTA
2.6.1.82	RE0691C
2.6.1.83	LDAPAT
2.6.1.84	ARUH
2.6.1.85	ADCS
2.6.1.85	PABB
2.6.1.87	UDPKAAT
2.6.1.88	NOT_IN_BIGG_DATABASE
2.6.1.9	AOOAh
2.6.1.9	HSTPT
2.6.1.9	HSTPTr
2.6.1.9	PHETA1
2.6.1.9	PHETA1m
2.6.1.9	POATh
2.6.1.9	TYRTA
2.6.1.9	TYRTAh
2.6.1.9	TYRTAi
2.6.1.9	TYRTAim
2.6.1.9	TYRTAip
2.6.1.92	NOT_IN_BIGG_DATABASE
2.6.1.96	NOT_IN_BIGG_DATABASE
2.6.1.98	NOT_IN_BIGG_DATABASE
2.6.99.2	NOT_IN_BIGG_DATABASE
2.7.1.-	COBS
2.7.1.100	MTRK
2.7.1.107	DAGK160
2.7.1.107	DAGK160h
2.7.1.11	PFK
2.7.1.11	PFK_2
2.7.1.11	PFK_3
2.7.1.11	PFKh
2.7.1.113	DGNSK
2.7.1.113	DGNSKm
2.7.1.12	GNK
2.7.1.12	GNKh
2.7.1.12	GNKr
2.7.1.121	DHAPT
2.7.1.130	TDSK
2.7.1.144	PFK_2
2.7.1.148	CDPMEK
2.7.1.148	CMK
2.7.1.15	DRBK
2.7.1.15	RBK
2.7.1.156	ADOCBIK
2.7.1.16	RBK_Dr
2.7.1.16	RBK_L1
2.7.1.165	GLYCK2
2.7.1.166	NOT_IN_BIGG_DATABASE
2.7.1.167	NOT_IN_BIGG_DATABASE
2.7.1.168	NOT_IN_BIGG_DATABASE
2.7.1.17	XYLK
2.7.1.170	NOT_IN_BIGG_DATABASE
2.7.1.175	NOT_IN_BIGG_DATABASE
2.7.1.180	NOT_IN_BIGG_DATABASE
2.7.1.19	PRUK
2.7.1.19	PRUK_1
2.7.1.191	NOT_IN_BIGG_DATABASE
2.7.1.193	NOT_IN_BIGG_DATABASE
2.7.1.198	NOT_IN_BIGG_DATABASE
2.7.1.199	NOT_IN_BIGG_DATABASE
2.7.1.2	GLUK
2.7.1.2	GLUKA
2.7.1.2	GLUKAh
2.7.1.2	HEX1
2.7.1.2	r0355
2.7.1.20	ADNK1
2.7.1.20	ADNK1m
2.7.1.20	ADNK1n
2.7.1.200	NOT_IN_BIGG_DATABASE
2.7.1.209	NOT_IN_BIGG_DATABASE
2.7.1.21	DURIK1
2.7.1.21	DURIK1m
2.7.1.21	TMDK1
2.7.1.21	TMDK1m
2.7.1.217	NOT_IN_BIGG_DATABASE
2.7.1.219	NOT_IN_BIGG_DATABASE
2.7.1.221	NOT_IN_BIGG_DATABASE
2.7.1.23	NADK
2.7.1.23	NADK1
2.7.1.23	NADK2
2.7.1.23	NADK3
2.7.1.23	NADK4
2.7.1.23	NADK5
2.7.1.23	NADKm
2.7.1.24	DPCOAK
2.7.1.24	DPCOAKm
2.7.1.25	AASPh
2.7.1.25	AASPm
2.7.1.25	ADSELK
2.7.1.25	ADSK
2.7.1.25	ADSKn
2.7.1.26	RBFK
2.7.1.26	RBFKm
2.7.1.28	TRIOK
2.7.1.29	DHAK
2.7.1.30	GLYK
2.7.1.30	GLYKm
2.7.1.33	APCPT
2.7.1.33	APNPT
2.7.1.33	PNTK
2.7.1.33	PNTKm
2.7.1.33	r0579
2.7.1.33	r0679
2.7.1.33	r0680
2.7.1.35	PYDAMK
2.7.1.35	PYDXK
2.7.1.35	PYDXNK
2.7.1.39	HSK
2.7.1.39	HSK_1
2.7.1.4	ABFPT
2.7.1.4	ABFPTh
2.7.1.4	HEX7
2.7.1.40	AGPOP
2.7.1.40	AGPOPm
2.7.1.40	DAPOP
2.7.1.40	GTPOPm
2.7.1.40	PYK
2.7.1.40	PYK2
2.7.1.40	PYK3
2.7.1.40	PYK4
2.7.1.40	PYK5
2.7.1.40	PYKf
2.7.1.40	PYKm
2.7.1.40	r0280
2.7.1.45	DDGLK
2.7.1.47	RBK_Dr
2.7.1.48	CYTDK1
2.7.1.48	CYTDK2
2.7.1.48	CYTDK2m
2.7.1.48	DATCY
2.7.1.48	DATUP
2.7.1.48	DCTCP
2.7.1.48	DCTUP
2.7.1.48	DGTCY
2.7.1.48	DGTUP
2.7.1.48	DTTGY
2.7.1.48	DTTUP
2.7.1.48	DUTCP
2.7.1.48	DUTUP
2.7.1.48	ITCY
2.7.1.48	URIK1
2.7.1.48	URIK2
2.7.1.48	URIK3
2.7.1.48	UTCY
2.7.1.48	UTUP
2.7.1.49	HMPK1
2.7.1.5	RMK
2.7.1.50	HETZK
2.7.1.55	ALLK
2.7.1.58	DDGALK
2.7.1.59	ACGAMK
2.7.1.6	GALKh
2.7.1.6	GALKr
2.7.1.60	AMANK
2.7.1.63	NOT_IN_BIGG_DATABASE
2.7.1.66	NOT_IN_BIGG_DATABASE
2.7.1.71	SHKK
2.7.1.71	SKK
2.7.1.73	GSNK
2.7.1.73	GSNKm
2.7.1.73	INSK
2.7.1.73	INSKm
2.7.1.74	ADADir
2.7.1.74	ADNK1
2.7.1.74	ADNK1m
2.7.1.74	ADNK1n
2.7.1.74	DADNK
2.7.1.74	DADNKn
2.7.1.74	DCK1m
2.7.1.74	DCK1n
2.7.1.74	DCK2n
2.7.1.74	DGNSK
2.7.1.74	DGNSKm
2.7.1.8	HEX10
2.7.1.81	HOLYSK
2.7.1.83	NOT_IN_BIGG_DATABASE
2.7.1.85	NOT_IN_BIGG_DATABASE
2.7.1.89	TMK
2.7.1.90	PFK_ppi
2.7.1.92	D5KGK
2.7.10.-	NOT_IN_BIGG_DATABASE
2.7.10.3	NOT_IN_BIGG_DATABASE
2.7.11.-	NOT_IN_BIGG_DATABASE
2.7.11.1	NOT_IN_BIGG_DATABASE
2.7.11.32	NOT_IN_BIGG_DATABASE
2.7.11.33	NOT_IN_BIGG_DATABASE
2.7.11.5	NOT_IN_BIGG_DATABASE
2.7.13.3	NOT_IN_BIGG_DATABASE
2.7.2.-	2PGK
2.7.2.1	ACKr
2.7.2.1	ACKrh
2.7.2.1	ACKrm
2.7.2.11	GLU5K
2.7.2.11	GLU5Km
2.7.2.3	PGK
2.7.2.3	PGKf
2.7.2.3	PGKh
2.7.2.3	PGKm
2.7.2.4	ASPK
2.7.2.4	ASPK_1
2.7.2.8	ACGK
2.7.2.8	ACGKm
2.7.3.9	NOT_IN_BIGG_DATABASE
2.7.4.-	NOT_IN_BIGG_DATABASE
2.7.4.1	NOT_IN_BIGG_DATABASE
2.7.4.16	TMPK
2.7.4.22	UMPK
2.7.4.22	UMPKm
2.7.4.22	UMPKn
2.7.4.23	R15BPK
2.7.4.25	CYTK1
2.7.4.25	CYTK1m
2.7.4.25	CYTK1n
2.7.4.25	CYTK2
2.7.4.25	CYTK2m
2.7.4.25	CYTK2n
2.7.4.28	NOT_IN_BIGG_DATABASE
2.7.4.29	NOT_IN_BIGG_DATABASE
2.7.4.3	ADK1
2.7.4.3	ADK1m
2.7.4.3	ADK2
2.7.4.3	ATAMh
2.7.4.3	ATDAMh
2.7.4.3	ATDAMm
2.7.4.3	DADK
2.7.4.31	NOT_IN_BIGG_DATABASE
2.7.4.6	ATDGDm
2.7.4.6	ATGDm
2.7.4.6	ATP1ter
2.7.4.6	ATPtm
2.7.4.6	NDPK1
2.7.4.6	NDPK10
2.7.4.6	NDPK10m
2.7.4.6	NDPK10n
2.7.4.6	NDPK1m
2.7.4.6	NDPK1n
2.7.4.6	NDPK2
2.7.4.6	NDPK2m
2.7.4.6	NDPK2n
2.7.4.6	NDPK3
2.7.4.6	NDPK3m
2.7.4.6	NDPK3n
2.7.4.6	NDPK4
2.7.4.6	NDPK4m
2.7.4.6	NDPK4n
2.7.4.6	NDPK5
2.7.4.6	NDPK5m
2.7.4.6	NDPK5n
2.7.4.6	NDPK6
2.7.4.6	NDPK6m
2.7.4.6	NDPK6n
2.7.4.6	NDPK7
2.7.4.6	NDPK7m
2.7.4.6	NDPK7n
2.7.4.6	NDPK8
2.7.4.6	NDPK8m
2.7.4.6	NDPK8n
2.7.4.6	NDPK9
2.7.4.6	NDPK9m
2.7.4.6	NDPK9n
2.7.4.6	r0860
2.7.4.7	PMPK
2.7.4.8	DGK1
2.7.4.8	GK1
2.7.4.8	GK1m
2.7.4.8	GK2
2.7.4.9	DTMPK
2.7.4.9	DTMPKm
2.7.4.9	URIDK2m
2.7.4.9	URIDK2r
2.7.4.9	URIDK2rn
2.7.6.1	PRPPS
2.7.6.1	RPDPK
2.7.6.2	TMDPK
2.7.6.2	TMDPPK
2.7.6.3	HPPK2
2.7.6.5	GDPDPK
2.7.6.5	GTPDPK
2.7.6.5	GTPDPK_1
2.7.7.-	NOT_IN_BIGG_DATABASE
2.7.7.101	NOT_IN_BIGG_DATABASE
2.7.7.108	NOT_IN_BIGG_DATABASE
2.7.7.12	UGLT
2.7.7.13	MAN1PT
2.7.7.18	ANNAT
2.7.7.18	ANNATn
2.7.7.18	NMNAT
2.7.7.18	NMNATm
2.7.7.18	NMNATn
2.7.7.18	NNATm
2.7.7.18	NNATn
2.7.7.18	NNATr
2.7.7.19	NOT_IN_BIGG_DATABASE
2.7.7.2	AFAT
2.7.7.2	FMNAT
2.7.7.2	FMNATm
2.7.7.23	UAGDP
2.7.7.23	UDPACGLP
2.7.7.24	G1PTT
2.7.7.27	GLGC
2.7.7.27	GLPThi
2.7.7.3	APPAT
2.7.7.3	PTPATe
2.7.7.3	PTPATi
2.7.7.3	PTPATim
2.7.7.33	G1PCTYT
2.7.7.38	KDOCT2
2.7.7.39	G3PCT
2.7.7.4	SADT
2.7.7.4	SADT2
2.7.7.4	SADTn
2.7.7.4	SELADT
2.7.7.41	DASYN120
2.7.7.41	DASYN140
2.7.7.41	DASYN141
2.7.7.41	DASYN160
2.7.7.41	DASYN161
2.7.7.41	DASYN180
2.7.7.41	DASYN181
2.7.7.41	DASYN_HP
2.7.7.42	NOT_IN_BIGG_DATABASE
2.7.7.43	ACNMCT
2.7.7.43	CMPSASn
2.7.7.49	NOT_IN_BIGG_DATABASE
2.7.7.56	NOT_IN_BIGG_DATABASE
2.7.7.59	NOT_IN_BIGG_DATABASE
2.7.7.6	NOT_IN_BIGG_DATABASE
2.7.7.60	CMS
2.7.7.60	MEPCT
2.7.7.61	NOT_IN_BIGG_DATABASE
2.7.7.62	ACBIPGT
2.7.7.65	NOT_IN_BIGG_DATABASE
2.7.7.66	NOT_IN_BIGG_DATABASE
2.7.7.7	NOT_IN_BIGG_DATABASE
2.7.7.73	NOT_IN_BIGG_DATABASE
2.7.7.75	MPTAT
2.7.7.76	NOT_IN_BIGG_DATABASE
2.7.7.77	NOT_IN_BIGG_DATABASE
2.7.7.8	NOT_IN_BIGG_DATABASE
2.7.7.80	NOT_IN_BIGG_DATABASE
2.7.7.82	NOT_IN_BIGG_DATABASE
2.7.7.85	NOT_IN_BIGG_DATABASE
2.7.7.87	NOT_IN_BIGG_DATABASE
2.7.7.89	NOT_IN_BIGG_DATABASE
2.7.7.9	GALUi
2.7.7.99	NOT_IN_BIGG_DATABASE
2.7.8.-	NOT_IN_BIGG_DATABASE
2.7.8.13	PAPPT1
2.7.8.13	PAPPT2
2.7.8.13	PAPPT3
2.7.8.24	NOT_IN_BIGG_DATABASE
2.7.8.26	ADOCBLS
2.7.8.31	NOT_IN_BIGG_DATABASE
2.7.8.33	NOT_IN_BIGG_DATABASE
2.7.8.35	NOT_IN_BIGG_DATABASE
2.7.8.36	NOT_IN_BIGG_DATABASE
2.7.8.37	NOT_IN_BIGG_DATABASE
2.7.8.41	CLS_cho
2.7.8.42	NOT_IN_BIGG_DATABASE
2.7.8.5	PGSA120
2.7.8.5	PGSA160
2.7.8.5	PGSA161
2.7.8.5	PGSA180
2.7.8.5	PGSA181
2.7.8.5	PGSA_HP
2.7.8.7	ACPS1
2.7.8.7	ACPS1_1
2.7.8.7	ACPS1h
2.7.8.7	r0368
2.7.8.8	PSSA120
2.7.8.8	PSSA160
2.7.8.8	PSSA161
2.7.8.8	PSSA180
2.7.8.8	PSSA181
2.7.8.8	PSSA_HP
2.7.9.1	PPDK
2.7.9.1	PPDKh
2.7.9.2	PPS
2.7.9.3	SELNPS
2.7.9.3	SELNPS_cho
2.7.9.3	SLDK
2.8.1.-	NOT_IN_BIGG_DATABASE
2.8.1.1	CYANST
2.8.1.1	CYANSTm
2.8.1.1	CYANSTpp
2.8.1.10	NOT_IN_BIGG_DATABASE
2.8.1.12	NOT_IN_BIGG_DATABASE
2.8.1.13	NOT_IN_BIGG_DATABASE
2.8.1.2	MCPST
2.8.1.4	NOT_IN_BIGG_DATABASE
2.8.1.6	BTS3r
2.8.1.6	BTS4
2.8.1.6	BTS_1
2.8.1.6	BTSr
2.8.1.7	NOT_IN_BIGG_DATABASE
2.8.1.8	NOT_IN_BIGG_DATABASE
2.8.3.-	NOT_IN_BIGG_DATABASE
2.8.3.1	PPCSCT
2.8.3.16	FORCT
2.8.3.19	NOT_IN_BIGG_DATABASE
2.8.3.20	NOT_IN_BIGG_DATABASE
2.8.3.22	NOT_IN_BIGG_DATABASE
2.8.3.23	NOT_IN_BIGG_DATABASE
2.8.3.25	NOT_IN_BIGG_DATABASE
2.8.3.5	OCOAT1
2.8.3.5	OCOAT1m
2.8.3.6	3OADPCOAT
2.8.3.8	ACACCT
2.8.3.8	BUTCT
2.8.3.8	HXCT
2.8.4.3	NOT_IN_BIGG_DATABASE
2.8.4.4	NOT_IN_BIGG_DATABASE
2.8.4.5	NOT_IN_BIGG_DATABASE
2.9.1.1	SELCYSS
2.9.1.1	SLCS
3.1.1.-	ASCBPL
3.1.1.-	EGMESTr
3.1.1.1	LIDOAMH
3.1.1.1	MEGLYXYLAMH
3.1.1.106	NOT_IN_BIGG_DATABASE
3.1.1.11	NOT_IN_BIGG_DATABASE
3.1.1.110	NOT_IN_BIGG_DATABASE
3.1.1.17	DASCBH
3.1.1.17	DASCBH_cho
3.1.1.17	GLNLASEer
3.1.1.2	NOT_IN_BIGG_DATABASE
3.1.1.24	OXOAEL
3.1.1.29	NOT_IN_BIGG_DATABASE
3.1.1.3	NOT_IN_BIGG_DATABASE
3.1.1.31	PGL
3.1.1.31	PGLer
3.1.1.31	PGLh
3.1.1.32	PLIPA1A120pp
3.1.1.32	PLIPA1A140pp
3.1.1.32	PLIPA1A141pp
3.1.1.32	PLIPA1A160pp
3.1.1.32	PLIPA1A180pp
3.1.1.32	PLIPA1E160
3.1.1.32	PLIPA1E160pp
3.1.1.32	PLIPA1E180
3.1.1.32	PLIPA1E180pp
3.1.1.4	PLIPA2A120pp
3.1.1.4	PLIPA2A140pp
3.1.1.4	PLIPA2A141pp
3.1.1.4	PLIPA2A160pp
3.1.1.4	PLIPA2A180pp
3.1.1.41	NOT_IN_BIGG_DATABASE
3.1.1.45	NOT_IN_BIGG_DATABASE
3.1.1.5	LPLIPAL1A120pp
3.1.1.5	LPLIPAL1A140pp
3.1.1.5	LPLIPAL1A141pp
3.1.1.5	LPLIPAL1A160pp
3.1.1.5	LPLIPAL1A180pp
3.1.1.5	LPLIPAL2A120
3.1.1.5	LPLIPAL2A140
3.1.1.5	LPLIPAL2A141
3.1.1.5	LPLIPAL2A160
3.1.1.5	LPLIPAL2A180
3.1.1.5	LPLIPAL2E160
3.1.1.5	LPLIPAL2E180
3.1.1.57	NOT_IN_BIGG_DATABASE
3.1.1.61	NOT_IN_BIGG_DATABASE
3.1.1.75	NOT_IN_BIGG_DATABASE
3.1.1.81	NOT_IN_BIGG_DATABASE
3.1.1.83	NOT_IN_BIGG_DATABASE
3.1.1.85	PMEACPE
3.1.1.96	NOT_IN_BIGG_DATABASE
3.1.11.-	NOT_IN_BIGG_DATABASE
3.1.11.1	NOT_IN_BIGG_DATABASE
3.1.11.2	NOT_IN_BIGG_DATABASE
3.1.11.5	NOT_IN_BIGG_DATABASE
3.1.11.6	NOT_IN_BIGG_DATABASE
3.1.13.-	NOT_IN_BIGG_DATABASE
3.1.13.1	NOT_IN_BIGG_DATABASE
3.1.13.5	NOT_IN_BIGG_DATABASE
3.1.2.-	PHACTE
3.1.2.-	PTE5x
3.1.2.12	SFGTHi
3.1.2.2	FACOAE100
3.1.2.2	FACOAE120
3.1.2.2	FACOAE140
3.1.2.2	FACOAE160
3.1.2.2	FACOAE180
3.1.2.2	FACOAE1829Z12Z
3.1.2.2	FACOAE1836Z9Z12Z
3.1.2.2	FACOAE1839Z12Z15Z
3.1.2.2	PTE10x
3.1.2.2	PTE11x
3.1.2.2	PTE2x
3.1.2.2	PTE7x
3.1.2.2	PTE8x
3.1.2.2	RE0344M
3.1.2.28	NOT_IN_BIGG_DATABASE
3.1.2.29	NOT_IN_BIGG_DATABASE
3.1.2.30	NOT_IN_BIGG_DATABASE
3.1.2.4	3HBCOAHL
3.1.2.4	3HBCOAHLm
3.1.2.4	3HPCOAHYD
3.1.2.4	HIBH
3.1.2.4	HIBHr
3.1.2.4	r0596
3.1.2.6	GLYOX
3.1.2.6	GLYOXm
3.1.21.-	NOT_IN_BIGG_DATABASE
3.1.21.1	NOT_IN_BIGG_DATABASE
3.1.21.10	NOT_IN_BIGG_DATABASE
3.1.21.2	NOT_IN_BIGG_DATABASE
3.1.21.7	NOT_IN_BIGG_DATABASE
3.1.22.-	NOT_IN_BIGG_DATABASE
3.1.22.4	NOT_IN_BIGG_DATABASE
3.1.25.-	NOT_IN_BIGG_DATABASE
3.1.26.-	NOT_IN_BIGG_DATABASE
3.1.26.11	NOT_IN_BIGG_DATABASE
3.1.26.12	NOT_IN_BIGG_DATABASE
3.1.26.3	NOT_IN_BIGG_DATABASE
3.1.26.4	NOT_IN_BIGG_DATABASE
3.1.26.5	NOT_IN_BIGG_DATABASE
3.1.27.-	NOT_IN_BIGG_DATABASE
3.1.3.-	AUS
3.1.3.-	NADPPPS
3.1.3.-	NADPPPSm
3.1.3.-	NMNHYD
3.1.3.-	NMNR
3.1.3.-	NT5C
3.1.3.-	PAN4PP
3.1.3.-	PAN4PPe
3.1.3.-	PMDPHT
3.1.3.-	SBPP1
3.1.3.-	SBPP1er
3.1.3.1	AKP1
3.1.3.1	AKP1_1
3.1.3.1	ALKP
3.1.3.1	NADPPPS
3.1.3.1	NADPPPSm
3.1.3.1	r0242
3.1.3.1	r0707
3.1.3.10	ACGAL1PPpp
3.1.3.10	ACGAM1PPpp
3.1.3.10	G1PP
3.1.3.10	G1PPpp
3.1.3.104	AUS
3.1.3.104	PMDPHT
3.1.3.105	NOT_IN_BIGG_DATABASE
3.1.3.11	BFBP
3.1.3.11	BFBPh
3.1.3.11	FBP
3.1.3.11	SBP
3.1.3.11	SBP_1
3.1.3.12	TRE6PP
3.1.3.15	HISTP
3.1.3.15	HP
3.1.3.15	HPh
3.1.3.16	NOT_IN_BIGG_DATABASE
3.1.3.18	PGLYCP
3.1.3.18	PGLYCPh
3.1.3.18	PGLYCPx
3.1.3.2	ACP1_FMN
3.1.3.2	ACP1e
3.1.3.2	ALKP
3.1.3.2	ATPH2e
3.1.3.2	G3PT
3.1.3.2	NADPPPS
3.1.3.2	NADPPPSm
3.1.3.2	NDP1
3.1.3.2	NDP7
3.1.3.2	NDP7er
3.1.3.2	NDP7ex
3.1.3.2	NDP7g
3.1.3.2	NDP8ex
3.1.3.2	NTP7
3.1.3.2	THMDP
3.1.3.2	THMDPe
3.1.3.2	THMP
3.1.3.2	THMPe
3.1.3.2	r0242
3.1.3.22	NOT_IN_BIGG_DATABASE
3.1.3.23	NOT_IN_BIGG_DATABASE
3.1.3.25	MI1PP
3.1.3.25	MI3PP
3.1.3.25	MI4PP
3.1.3.27	PGPP120
3.1.3.27	PGPP120pp
3.1.3.27	PGPP160
3.1.3.27	PGPP160pp
3.1.3.27	PGPP161
3.1.3.27	PGPP161pp
3.1.3.27	PGPP180
3.1.3.27	PGPP180pp
3.1.3.27	PGPP181
3.1.3.27	PGPP181pp
3.1.3.27	PGPP_EC
3.1.3.27	PGPP_HP
3.1.3.3	PSP
3.1.3.3	PSP_D
3.1.3.3	PSP_L
3.1.3.3	PSP_Lpp
3.1.3.37	SBP
3.1.3.37	SBP_1
3.1.3.45	KDOPP
3.1.3.48	NOT_IN_BIGG_DATABASE
3.1.3.5	GMP5N
3.1.3.5	NDP4
3.1.3.5	NMNHYD
3.1.3.5	NMNR
3.1.3.5	NT5C
3.1.3.5	NTD1
3.1.3.5	NTD10
3.1.3.5	NTD10pp
3.1.3.5	NTD11
3.1.3.5	NTD11pp
3.1.3.5	NTD1m
3.1.3.5	NTD1pp
3.1.3.5	NTD2
3.1.3.5	NTD2e
3.1.3.5	NTD2l
3.1.3.5	NTD2m
3.1.3.5	NTD2pp
3.1.3.5	NTD3
3.1.3.5	NTD3l
3.1.3.5	NTD3pp
3.1.3.5	NTD4
3.1.3.5	NTD4e
3.1.3.5	NTD4l
3.1.3.5	NTD4pp
3.1.3.5	NTD5
3.1.3.5	NTD5l
3.1.3.5	NTD5m
3.1.3.5	NTD5pp
3.1.3.5	NTD6
3.1.3.5	NTD6l
3.1.3.5	NTD6pp
3.1.3.5	NTD7
3.1.3.5	NTD7e
3.1.3.5	NTD7l
3.1.3.5	NTD7pp
3.1.3.5	NTD8
3.1.3.5	NTD8l
3.1.3.5	NTD8pp
3.1.3.5	NTD9
3.1.3.5	NTD9e
3.1.3.5	NTD9l
3.1.3.5	NTD9pp
3.1.3.5	r0047
3.1.3.50	NOT_IN_BIGG_DATABASE
3.1.3.6	3NTD2pp
3.1.3.6	3NTD4pp
3.1.3.6	3NTD7l
3.1.3.6	3NTD7pp
3.1.3.6	3NTD9pp
3.1.3.6	3NUCLE1
3.1.3.6	3NUCLE2
3.1.3.6	3NUCLE3
3.1.3.6	3NUCLE4
3.1.3.68	2DOXG6PP
3.1.3.7	BPNT
3.1.3.7	BPNT2
3.1.3.70	NOT_IN_BIGG_DATABASE
3.1.3.71	NOT_IN_BIGG_DATABASE
3.1.3.73	RZ5PP
3.1.3.74	HYPOE
3.1.3.74	PDXPP
3.1.3.74	PYDXPP
3.1.3.8	NOT_IN_BIGG_DATABASE
3.1.3.82	NOT_IN_BIGG_DATABASE
3.1.3.83	NOT_IN_BIGG_DATABASE
3.1.3.87	2OH3K5MPPISO
3.1.3.89	NTD1
3.1.3.89	NTD1m
3.1.3.89	NTD1pp
3.1.3.89	NTD3
3.1.3.89	NTD3l
3.1.3.89	NTD3pp
3.1.3.89	NTD5
3.1.3.89	NTD5l
3.1.3.89	NTD5m
3.1.3.89	NTD5pp
3.1.3.89	NTD6
3.1.3.89	NTD6l
3.1.3.89	NTD6pp
3.1.3.89	NTD8
3.1.3.89	NTD8l
3.1.3.89	NTD8pp
3.1.31.-	NOT_IN_BIGG_DATABASE
3.1.4.-	NOT_IN_BIGG_DATABASE
3.1.4.14	ACPpds
3.1.4.14	r0366
3.1.4.16	23CN2P1
3.1.4.16	23CN2P2
3.1.4.16	23CN2P3
3.1.4.16	23CN2P4
3.1.4.16	23PDE2pp
3.1.4.16	23PDE4pp
3.1.4.16	23PDE7pp
3.1.4.16	23PDE9pp
3.1.4.16	RE1860E
3.1.4.3	NOT_IN_BIGG_DATABASE
3.1.4.46	GPDDA1
3.1.4.46	GPDDA1pp
3.1.4.46	GPDDA2
3.1.4.46	GPDDA2pp
3.1.4.46	GPDDA3
3.1.4.46	GPDDA3pp
3.1.4.46	GPDDA4
3.1.4.46	GPDDA4pp
3.1.4.52	NOT_IN_BIGG_DATABASE
3.1.4.53	APNn
3.1.4.53	PDE1
3.1.4.53	PDE1g
3.1.4.54	NOT_IN_BIGG_DATABASE
3.1.4.55	NOT_IN_BIGG_DATABASE
3.1.4.58	NOT_IN_BIGG_DATABASE
3.1.5.1	NTPTP1
3.1.6.-	NOT_IN_BIGG_DATABASE
3.1.6.1	NOT_IN_BIGG_DATABASE
